date,forecast,item_id
2024-03-10,0.25,1701
2024-03-17,0.375,1701
2024-03-24,0.3125,1701
2024-03-31,0.34375,1701
2024-04-07,0.328125,1701
2024-04-14,0.3359375,1701
2024-04-21,0.33203125,1701
2024-04-28,0.333984375,1701
2024-05-05,0.3330078125,1701
2024-05-12,0.33349609375,1701
2024-05-19,0.333251953125,1701
2024-05-26,0.3333740234375,1701
2024-06-02,0.33331298828125,1701
2024-06-09,0.333343505859375,1701
2024-06-16,0.3333282470703125,1701
2024-06-23,0.33333587646484375,1701
2024-06-30,0.3333320617675781,1701
2024-07-07,0.33333396911621094,1701
2024-07-14,0.33333301544189453,1701
2024-07-21,0.33333349227905273,1701
2024-07-28,0.33333325386047363,1701
2024-08-04,0.3333333730697632,1701
2024-08-11,0.3333333134651184,1701
2024-08-18,0.3333333432674408,1701
2024-08-25,0.3333333283662796,1701
2024-09-01,0.3333333358168602,1701
2024-09-08,0.3333333320915699,1701
2024-09-15,0.33333333395421505,1701
2024-09-22,0.3333333330228925,1701
2024-09-29,0.33333333348855376,1701
2024-10-06,0.3333333332557231,1701
2024-10-13,0.33333333337213844,1701
2024-10-20,0.3333333333139308,1701
2024-10-27,0.3333333333430346,1701
2024-11-03,0.3333333333284827,1701
2024-11-10,0.33333333333575865,1701
2024-11-17,0.3333333333321207,1701
2024-11-24,0.33333333333393966,1701
2024-12-01,0.33333333333303017,1701
2024-12-08,0.3333333333334849,1701
2024-12-15,0.33333333333325754,1701
2024-12-22,0.33333333333337123,1701
2024-12-29,0.3333333333333144,1701
2025-01-05,0.3333333333333428,1701
2025-01-12,0.3333333333333286,1701
2025-01-19,0.3333333333333357,1701
2025-01-26,0.33333333333333215,1701
2025-02-02,0.3333333333333339,1701
2025-02-09,0.33333333333333304,1701
2025-02-16,0.3333333333333335,1701
2025-02-23,0.33333333333333326,1701
2025-03-02,0.33333333333333337,1701
2024-03-10,0.25,1489
2024-03-17,0.375,1489
2024-03-24,0.3125,1489
2024-03-31,0.34375,1489
2024-04-07,0.328125,1489
2024-04-14,0.3359375,1489
2024-04-21,0.33203125,1489
2024-04-28,0.333984375,1489
2024-05-05,0.3330078125,1489
2024-05-12,0.33349609375,1489
2024-05-19,0.333251953125,1489
2024-05-26,0.3333740234375,1489
2024-06-02,0.33331298828125,1489
2024-06-09,0.333343505859375,1489
2024-06-16,0.3333282470703125,1489
2024-06-23,0.33333587646484375,1489
2024-06-30,0.3333320617675781,1489
2024-07-07,0.33333396911621094,1489
2024-07-14,0.33333301544189453,1489
2024-07-21,0.33333349227905273,1489
2024-07-28,0.33333325386047363,1489
2024-08-04,0.3333333730697632,1489
2024-08-11,0.3333333134651184,1489
2024-08-18,0.3333333432674408,1489
2024-08-25,0.3333333283662796,1489
2024-09-01,0.3333333358168602,1489
2024-09-08,0.3333333320915699,1489
2024-09-15,0.33333333395421505,1489
2024-09-22,0.3333333330228925,1489
2024-09-29,0.33333333348855376,1489
2024-10-06,0.3333333332557231,1489
2024-10-13,0.33333333337213844,1489
2024-10-20,0.3333333333139308,1489
2024-10-27,0.3333333333430346,1489
2024-11-03,0.3333333333284827,1489
2024-11-10,0.33333333333575865,1489
2024-11-17,0.3333333333321207,1489
2024-11-24,0.33333333333393966,1489
2024-12-01,0.33333333333303017,1489
2024-12-08,0.3333333333334849,1489
2024-12-15,0.33333333333325754,1489
2024-12-22,0.33333333333337123,1489
2024-12-29,0.3333333333333144,1489
2025-01-05,0.3333333333333428,1489
2025-01-12,0.3333333333333286,1489
2025-01-19,0.3333333333333357,1489
2025-01-26,0.33333333333333215,1489
2025-02-02,0.3333333333333339,1489
2025-02-09,0.33333333333333304,1489
2025-02-16,0.3333333333333335,1489
2025-02-23,0.33333333333333326,1489
2025-03-02,0.33333333333333337,1489
2024-03-10,0.25,921
2024-03-17,0.375,921
2024-03-24,0.3125,921
2024-03-31,0.34375,921
2024-04-07,0.328125,921
2024-04-14,0.3359375,921
2024-04-21,0.33203125,921
2024-04-28,0.333984375,921
2024-05-05,0.3330078125,921
2024-05-12,0.33349609375,921
2024-05-19,0.333251953125,921
2024-05-26,0.3333740234375,921
2024-06-02,0.33331298828125,921
2024-06-09,0.333343505859375,921
2024-06-16,0.3333282470703125,921
2024-06-23,0.33333587646484375,921
2024-06-30,0.3333320617675781,921
2024-07-07,0.33333396911621094,921
2024-07-14,0.33333301544189453,921
2024-07-21,0.33333349227905273,921
2024-07-28,0.33333325386047363,921
2024-08-04,0.3333333730697632,921
2024-08-11,0.3333333134651184,921
2024-08-18,0.3333333432674408,921
2024-08-25,0.3333333283662796,921
2024-09-01,0.3333333358168602,921
2024-09-08,0.3333333320915699,921
2024-09-15,0.33333333395421505,921
2024-09-22,0.3333333330228925,921
2024-09-29,0.33333333348855376,921
2024-10-06,0.3333333332557231,921
2024-10-13,0.33333333337213844,921
2024-10-20,0.3333333333139308,921
2024-10-27,0.3333333333430346,921
2024-11-03,0.3333333333284827,921
2024-11-10,0.33333333333575865,921
2024-11-17,0.3333333333321207,921
2024-11-24,0.33333333333393966,921
2024-12-01,0.33333333333303017,921
2024-12-08,0.3333333333334849,921
2024-12-15,0.33333333333325754,921
2024-12-22,0.33333333333337123,921
2024-12-29,0.3333333333333144,921
2025-01-05,0.3333333333333428,921
2025-01-12,0.3333333333333286,921
2025-01-19,0.3333333333333357,921
2025-01-26,0.33333333333333215,921
2025-02-02,0.3333333333333339,921
2025-02-09,0.33333333333333304,921
2025-02-16,0.3333333333333335,921
2025-02-23,0.33333333333333326,921
2025-03-02,0.33333333333333337,921
2024-03-10,0.25,275
2024-03-17,0.375,275
2024-03-24,0.3125,275
2024-03-31,0.34375,275
2024-04-07,0.328125,275
2024-04-14,0.3359375,275
2024-04-21,0.33203125,275
2024-04-28,0.333984375,275
2024-05-05,0.3330078125,275
2024-05-12,0.33349609375,275
2024-05-19,0.333251953125,275
2024-05-26,0.3333740234375,275
2024-06-02,0.33331298828125,275
2024-06-09,0.333343505859375,275
2024-06-16,0.3333282470703125,275
